zaman,hiz,hiz_setpoint,heading,yon_setpoint,thrust_sol,thrust_sag
2026-07-17T10:00:32.900000+00:00,0.000,0.000,1.5689,1.571,15.22,-4.45
2026-07-17T10:00:33+00:00,0.047,1.000,1.5844,1.571,11.82,11.80
2026-07-17T10:00:33.100000+00:00,0.092,1.000,1.5521,1.571,9.81,13.45
2026-07-17T10:00:33.200000+00:00,0.176,1.000,1.5784,1.571,12.38,10.21
2026-07-17T10:00:33.300000+00:00,0.247,1.000,1.6134,1.571,11.03,10.99
2026-07-17T10:00:33.400000+00:00,0.333,1.000,1.5816,1.571,10.63,10.70
2026-07-17T10:00:33.500000+00:00,0.388,1.000,1.5810,1.571,11.32,9.58
2026-07-17T10:00:33.600000+00:00,0.442,1.000,1.5868,1.571,10.95,9.52
2026-07-17T10:00:33.700000+00:00,0.539,1.000,1.6139,1.571,8.47,11.21
2026-07-17T10:00:33.800000+00:00,0.565,1.000,1.5513,1.571,8.41,11.07
2026-07-17T10:00:33.900000+00:00,0.637,1.000,1.5959,1.571,9.96,8.94
2026-07-17T10:00:34+00:00,0.760,1.000,1.5842,1.571,10.20,7.72
2026-07-17T10:00:34.100000+00:00,0.806,1.000,1.5796,1.571,9.00,8.55
2026-07-17T10:00:34.200000+00:00,0.920,1.000,1.5837,1.571,9.02,7.62
2026-07-17T10:00:34.300000+00:00,0.967,1.000,1.5742,1.571,9.55,6.71
2026-07-17T10:00:34.400000+00:00,0.967,1.000,1.5824,1.571,7.85,8.42
2026-07-17T10:00:34.500000+00:00,0.990,1.000,1.5475,1.571,10.02,6.07
2026-07-17T10:00:34.600000+00:00,0.985,1.000,1.6124,1.571,6.93,9.19
2026-07-17T10:00:34.700000+00:00,1.044,1.000,1.5847,1.571,7.35,8.30
2026-07-17T10:00:34.800000+00:00,1.029,1.000,1.5693,1.571,10.25,5.51
2026-07-17T10:00:34.900000+00:00,0.981,1.000,1.5743,1.571,8.12,8.03
2026-07-17T10:00:35+00:00,0.984,1.000,1.5490,1.571,9.40,6.72
2026-07-17T10:00:35.100000+00:00,1.035,1.000,1.5914,1.571,4.72,11.00
2026-07-17T10:00:35.200000+00:00,1.025,1.000,1.5578,1.571,9.79,6.01
2026-07-17T10:00:35.300000+00:00,1.004,1.000,1.5712,1.571,8.97,7.00
2026-07-17T10:00:35.400000+00:00,1.042,1.000,1.5535,1.571,7.60,8.06
2026-07-17T10:00:35.500000+00:00,1.033,1.000,1.5602,1.571,7.58,8.15
2026-07-17T10:00:35.600000+00:00,0.991,1.000,1.5720,1.571,8.87,7.20
2026-07-17T10:00:35.700000+00:00,1.020,1.000,1.5954,1.571,6.67,9.17
2026-07-17T10:00:35.800000+00:00,1.040,1.000,1.5732,1.571,8.30,7.38
2026-07-17T10:00:35.900000+00:00,1.010,1.000,1.5330,1.571,9.09,6.83
2026-07-17T10:00:36+00:00,1.059,1.000,1.6208,1.571,7.48,8.05
2026-07-17T10:00:36.100000+00:00,0.983,1.000,1.5812,1.571,9.76,6.37
2026-07-17T10:00:36.200000+00:00,1.004,1.000,1.5386,1.571,7.86,8.11
2026-07-17T10:00:36.300000+00:00,1.016,1.000,1.5931,1.571,7.09,8.78
2026-07-17T10:00:36.400000+00:00,1.049,1.000,1.6057,1.571,7.28,8.33
2026-07-17T10:00:36.500000+00:00,0.974,1.000,1.5507,1.571,9.32,6.89
2026-07-17T10:00:36.600000+00:00,1.025,1.000,1.5384,1.571,7.54,8.26
2026-07-17T10:00:36.700000+00:00,1.002,1.000,1.5733,1.571,7.53,8.46
2026-07-17T10:00:36.800000+00:00,0.997,1.000,1.5555,1.571,8.32,7.71
2026-07-17T10:00:36.900000+00:00,1.016,1.000,1.6036,1.571,9.21,6.66
2026-07-17T10:00:37+00:00,0.945,1.000,1.5709,1.571,9.92,6.51
2026-07-17T10:00:37.100000+00:00,0.978,1.000,1.5618,1.571,6.85,9.33
2026-07-17T10:00:37.200000+00:00,0.985,1.000,1.5700,1.571,6.16,9.96
2026-07-17T10:00:37.300000+00:00,1.027,1.000,1.5284,1.571,7.64,8.14
2026-07-17T10:00:37.400000+00:00,1.025,1.000,1.5539,1.571,8.43,7.37
2026-07-17T10:00:37.500000+00:00,1.022,1.000,1.6083,1.571,7.94,7.89
2026-07-17T10:00:37.600000+00:00,1.018,1.000,1.6082,1.571,8.79,7.06
2026-07-17T10:00:37.700000+00:00,0.975,1.000,1.6198,1.571,8.64,7.56
2026-07-17T10:00:37.800000+00:00,1.022,1.000,1.5422,1.571,7.06,8.76
2026-07-17T10:00:37.900000+00:00,1.028,1.000,1.5907,1.571,8.36,7.41
2026-07-17T10:00:38+00:00,1.013,1.000,1.5753,1.571,8.41,7.49
2026-07-17T10:00:38.100000+00:00,0.995,1.000,1.5109,1.571,8.73,7.31
2026-07-17T10:00:38.200000+00:00,1.012,1.000,1.5442,1.571,7.34,8.57
2026-07-17T10:00:38.300000+00:00,1.029,1.000,1.5912,1.571,8.69,7.08
2026-07-17T10:00:38.400000+00:00,0.999,1.000,1.5907,1.571,7.77,8.24
2026-07-17T10:00:38.500000+00:00,0.943,1.000,1.6119,1.571,10.04,6.41
2026-07-17T10:00:38.600000+00:00,1.019,1.000,1.5453,1.571,10.07,5.78
2026-07-17T10:00:38.700000+00:00,0.918,1.000,1.6109,1.571,8.42,8.24
2026-07-17T10:00:38.800000+00:00,1.008,1.000,1.5732,1.571,8.22,7.71
2026-07-17T10:00:38.900000+00:00,1.042,1.000,1.5607,1.571,8.92,6.74
2026-07-17T10:00:39+00:00,1.017,1.000,1.5837,1.571,6.86,9.00
2026-07-17T10:00:39.100000+00:00,0.970,1.000,1.5732,1.571,9.13,7.10
2026-07-17T10:00:39.200000+00:00,0.949,1.000,1.5552,1.571,6.52,9.88
2026-07-17T10:00:39.300000+00:00,0.992,1.000,1.5656,1.571,5.15,10.91
2026-07-17T10:00:39.400000+00:00,0.967,1.000,1.5544,1.571,8.50,7.76
2026-07-17T10:00:39.500000+00:00,0.986,1.000,1.5849,1.571,7.16,8.95
2026-07-17T10:00:39.600000+00:00,0.996,1.000,1.6033,1.571,8.04,7.99
2026-07-17T10:00:39.700000+00:00,1.004,1.000,1.5697,1.571,8.26,7.71
2026-07-17T10:00:39.800000+00:00,1.014,1.000,1.5643,1.571,9.52,6.37
2026-07-17T10:00:39.900000+00:00,0.963,1.000,1.5846,1.571,9.04,7.25
2026-07-17T10:00:40+00:00,1.019,1.000,1.5977,1.571,6.34,9.51
2026-07-17T10:00:40.100000+00:00,0.984,1.000,1.5590,1.571,7.41,8.71
2026-07-17T10:00:40.200000+00:00,1.009,1.000,1.5341,1.571,8.08,7.85
2026-07-17T10:00:40.300000+00:00,1.028,1.000,1.5564,1.571,9.53,6.25
2026-07-17T10:00:40.400000+00:00,0.986,1.000,1.5519,1.571,6.98,9.13
2026-07-17T10:00:40.500000+00:00,0.979,1.000,1.5621,1.571,8.88,7.29
2026-07-17T10:00:40.600000+00:00,1.037,1.000,1.5446,1.571,6.61,9.09
2026-07-17T10:00:40.700000+00:00,0.953,1.000,1.5341,1.571,9.72,6.66
2026-07-17T10:00:40.800000+00:00,0.955,1.000,1.5710,1.571,9.17,7.19
2026-07-17T10:00:40.900000+00:00,0.990,1.000,1.5262,1.571,6.55,9.53
2026-07-17T10:00:41+00:00,0.956,1.000,1.5313,1.571,8.71,7.64
2026-07-17T10:00:41.100000+00:00,0.980,1.000,1.5653,1.571,8.35,7.80
2026-07-17T10:00:41.200000+00:00,0.964,1.000,1.5522,1.571,7.89,8.40
2026-07-17T10:00:41.300000+00:00,1.015,1.000,1.5471,1.571,9.60,6.28
2026-07-17T10:00:41.400000+00:00,1.005,1.000,1.6031,1.571,8.74,7.22
2026-07-17T10:00:41.500000+00:00,0.977,1.000,1.5398,1.571,8.87,7.31
2026-07-17T10:00:41.600000+00:00,0.997,1.000,1.5761,1.571,7.48,8.54
2026-07-17T10:00:41.700000+00:00,0.940,1.000,1.5688,1.571,7.87,8.61
2026-07-17T10:00:41.800000+00:00,0.989,1.000,1.5701,1.571,10.08,6.00
2026-07-17T10:00:41.900000+00:00,0.996,1.000,1.5325,1.571,7.60,8.43
2026-07-17T10:00:42+00:00,1.051,1.000,1.5212,1.571,7.61,7.98
2026-07-17T10:00:42.100000+00:00,1.050,1.000,1.5337,1.571,6.88,8.72
2026-07-17T10:00:42.200000+00:00,0.988,1.000,1.5503,1.571,9.31,6.78
2026-07-17T10:00:42.300000+00:00,1.043,1.000,1.6157,1.571,8.85,6.81
2026-07-17T10:00:42.400000+00:00,0.972,1.000,1.5406,1.571,7.59,8.63
2026-07-17T10:00:42.500000+00:00,0.977,1.000,1.5499,1.571,6.66,9.53
2026-07-17T10:00:42.600000+00:00,1.008,1.000,1.5325,1.571,6.67,9.27
2026-07-17T10:00:42.700000+00:00,0.997,1.000,1.6419,1.571,6.73,9.29
2026-07-17T10:00:42.800000+00:00,1.016,1.000,1.5626,1.571,5.47,10.40
2026-07-17T10:00:42.900000+00:00,1.011,1.000,1.5543,1.571,8.68,7.23
2026-07-17T10:00:43+00:00,0.993,1.000,1.6026,1.571,7.41,8.64
2026-07-17T10:00:43.100000+00:00,1.005,1.000,1.5690,1.571,7.63,8.33
2026-07-17T10:00:43.200000+00:00,1.013,1.000,1.6226,1.571,8.37,7.53
2026-07-17T10:00:43.300000+00:00,1.003,1.000,1.5372,1.571,6.01,9.97
2026-07-17T10:00:43.400000+00:00,1.024,1.000,1.5312,1.571,9.73,6.08
2026-07-17T10:00:43.500000+00:00,1.018,1.000,1.5749,1.571,8.71,7.14
2026-07-17T10:00:43.600000+00:00,0.992,1.000,1.5249,1.571,7.25,8.82
2026-07-17T10:00:43.700000+00:00,0.980,1.000,1.5392,1.571,7.64,8.52
2026-07-17T10:00:43.800000+00:00,1.006,1.000,1.5405,1.571,8.14,7.81
2026-07-17T10:00:43.900000+00:00,1.023,1.000,1.5689,1.571,7.68,8.13
2026-07-17T10:00:44+00:00,1.030,1.000,1.5731,1.571,8.18,7.58
2026-07-17T10:00:44.100000+00:00,1.015,1.000,1.5457,1.571,9.51,6.38
2026-07-17T10:00:44.200000+00:00,0.966,1.000,1.5702,1.571,9.04,7.23
2026-07-17T10:00:44.300000+00:00,0.986,1.000,1.6725,1.571,9.16,6.95
2026-07-17T10:00:44.400000+00:00,0.920,1.000,1.6128,1.571,8.50,8.14
2026-07-17T10:00:44.500000+00:00,0.980,1.000,1.5437,1.571,8.70,7.45
2026-07-17T10:00:44.600000+00:00,0.998,1.000,1.5355,1.571,6.27,9.75
2026-07-17T10:00:44.700000+00:00,1.013,1.000,1.5806,1.571,7.47,8.42
2026-07-17T10:00:44.800000+00:00,1.053,1.000,1.5559,1.571,8.28,7.30
2026-07-17T10:00:44.900000+00:00,1.058,1.000,1.5610,1.571,6.84,8.69
2026-07-17T10:00:45+00:00,1.001,1.000,1.5457,1.571,8.67,7.32
2026-07-17T10:00:45.100000+00:00,1.031,1.000,1.5759,1.571,6.55,9.20
2026-07-17T10:00:45.200000+00:00,1.056,1.000,1.5483,1.571,8.81,6.74
2026-07-17T10:00:45.300000+00:00,0.992,1.000,1.5695,1.571,8.64,7.42
2026-07-17T10:00:45.400000+00:00,1.000,1.000,1.5594,1.571,8.12,7.88
2026-07-17T10:00:45.500000+00:00,1.036,1.000,1.5702,1.571,8.01,7.70
2026-07-17T10:00:45.600000+00:00,0.998,1.000,1.5748,1.571,7.13,8.89
2026-07-17T10:00:45.700000+00:00,1.025,1.000,1.5602,1.571,8.95,6.85
2026-07-17T10:00:45.800000+00:00,1.002,1.000,1.5995,1.571,8.78,7.21
2026-07-17T10:00:45.900000+00:00,1.017,1.000,1.5937,1.571,8.22,7.64
2026-07-17T10:00:46+00:00,1.016,1.000,1.6043,1.571,8.45,7.42
2026-07-17T10:00:46.100000+00:00,0.974,1.000,1.5654,1.571,8.82,7.39
2026-07-17T10:00:46.200000+00:00,1.031,1.000,1.5704,1.571,6.74,9.01
2026-07-17T10:00:46.300000+00:00,1.001,1.000,1.5545,1.571,8.19,7.80
2026-07-17T10:00:46.400000+00:00,0.998,1.000,1.5686,1.571,6.86,9.15
2026-07-17T10:00:46.500000+00:00,0.993,1.000,1.5545,1.571,7.68,8.38
2026-07-17T10:00:46.600000+00:00,1.039,1.000,1.5052,1.571,5.32,10.37
2026-07-17T10:00:46.700000+00:00,0.999,1.000,1.5547,1.571,8.75,7.25
2026-07-17T10:00:46.800000+00:00,1.029,1.000,1.6049,1.571,8.57,7.19
2026-07-17T10:00:46.900000+00:00,0.984,1.000,1.5392,1.571,6.66,9.47
2026-07-17T10:00:47+00:00,1.007,1.000,1.5522,1.571,8.91,7.04
2026-07-17T10:00:47.100000+00:00,1.002,1.000,1.5123,1.571,8.37,7.61
2026-07-17T10:00:47.200000+00:00,1.027,1.000,1.5689,1.571,8.15,7.63
2026-07-17T10:00:47.300000+00:00,1.019,1.000,1.5717,1.571,6.80,9.05
2026-07-17T10:00:47.400000+00:00,1.014,1.000,1.5984,1.571,7.31,8.58
2026-07-17T10:00:47.500000+00:00,1.006,1.000,1.6464,1.571,8.56,7.39
2026-07-17T10:00:47.600000+00:00,0.970,1.000,1.5824,1.571,9.14,7.10
2026-07-17T10:00:47.700000+00:00,0.974,1.000,1.5765,1.571,7.40,8.81
2026-07-17T10:00:47.800000+00:00,0.996,1.000,1.5362,1.571,10.58,5.45
2026-07-17T10:00:47.900000+00:00,1.009,1.000,1.5780,1.571,7.53,8.40
2026-07-17T10:00:48+00:00,0.960,1.000,1.5563,1.571,5.19,11.14
2026-07-17T10:00:48.100000+00:00,1.056,1.000,1.6285,1.571,6.96,8.59
2026-07-17T10:00:48.200000+00:00,1.027,1.000,1.5601,1.571,8.98,6.81
2026-07-17T10:00:48.300000+00:00,1.002,1.000,1.5671,1.571,7.49,8.49
2026-07-17T10:00:48.400000+00:00,0.993,1.000,1.5863,1.571,8.69,7.37
2026-07-17T10:00:48.500000+00:00,1.021,1.000,1.5428,1.571,8.70,7.13
2026-07-17T10:00:48.600000+00:00,0.969,1.000,1.5478,1.571,6.96,9.29
2026-07-17T10:00:48.700000+00:00,1.014,1.000,1.5407,1.571,7.87,8.02
2026-07-17T10:00:48.800000+00:00,1.033,1.000,1.5731,1.571,8.59,7.15
2026-07-17T10:00:48.900000+00:00,1.020,1.000,1.5683,1.571,5.86,9.98
2026-07-17T10:00:49+00:00,1.007,1.000,1.5786,1.571,8.19,7.75
2026-07-17T10:00:49.100000+00:00,1.000,1.000,1.5806,1.571,7.33,8.67
2026-07-17T10:00:49.200000+00:00,1.020,1.000,1.5643,1.571,7.40,8.44
2026-07-17T10:00:49.300000+00:00,0.994,1.000,1.6061,1.571,5.62,10.42
2026-07-17T10:00:49.400000+00:00,1.022,1.000,1.5832,1.571,9.42,6.41
2026-07-17T10:00:49.500000+00:00,1.023,1.000,1.5946,1.571,6.70,9.12
2026-07-17T10:00:49.600000+00:00,0.981,1.000,1.6529,1.571,7.54,8.62
2026-07-17T10:00:49.700000+00:00,0.992,1.000,1.5536,1.571,7.63,8.43
2026-07-17T10:00:49.800000+00:00,1.028,1.000,1.6132,1.571,7.36,8.42
2026-07-17T10:00:49.900000+00:00,1.043,1.000,1.5615,1.571,7.62,8.03
2026-07-17T10:00:50+00:00,1.005,1.000,1.5544,1.571,7.93,8.03
2026-07-17T10:00:50.100000+00:00,0.985,1.000,1.5632,1.571,8.63,7.49
2026-07-17T10:00:50.200000+00:00,1.001,1.000,1.5681,1.571,5.13,10.86
2026-07-17T10:00:50.300000+00:00,0.983,1.000,1.5423,1.571,8.52,7.61
2026-07-17T10:00:50.400000+00:00,0.939,1.000,1.6074,1.571,7.91,8.58
2026-07-17T10:00:50.500000+00:00,1.000,1.000,1.5890,1.571,8.28,7.72
2026-07-17T10:00:50.600000+00:00,1.060,1.000,1.5211,1.571,7.09,8.43
2026-07-17T10:00:50.700000+00:00,0.987,1.000,1.5241,1.571,9.48,6.63
2026-07-17T10:00:50.800000+00:00,1.006,1.000,1.5934,1.571,9.71,6.24
2026-07-17T10:00:50.900000+00:00,0.990,1.000,1.5254,1.571,9.00,7.08
2026-07-17T10:00:51+00:00,0.965,1.000,1.5704,1.571,7.36,8.92
2026-07-17T10:00:51.100000+00:00,1.030,1.000,1.5529,1.571,4.78,10.99
2026-07-17T10:00:51.200000+00:00,0.972,1.000,1.6354,1.571,8.00,8.22
2026-07-17T10:00:51.300000+00:00,1.010,1.000,1.5638,1.571,9.40,6.52
2026-07-17T10:00:51.400000+00:00,1.000,1.000,1.5865,1.571,7.45,8.55
2026-07-17T10:00:51.500000+00:00,1.012,1.000,1.5330,1.571,7.24,8.66
2026-07-17T10:00:51.600000+00:00,0.977,1.000,1.6048,1.571,6.88,9.31
2026-07-17T10:00:51.700000+00:00,0.931,1.000,1.5427,1.571,8.98,7.57
2026-07-17T10:00:51.800000+00:00,1.031,1.000,1.5817,1.571,7.90,7.85
2026-07-17T10:00:51.900000+00:00,1.008,1.000,1.5646,1.571,10.93,5.01
2026-07-17T10:00:52+00:00,0.998,1.000,1.5714,1.571,6.32,9.70
2026-07-17T10:00:52.100000+00:00,0.957,1.000,1.5549,1.571,9.37,6.97
2026-07-17T10:00:52.200000+00:00,1.043,1.000,1.5607,1.571,9.79,5.86
2026-07-17T10:00:52.300000+00:00,1.021,1.000,1.5850,1.571,6.97,8.86
2026-07-17T10:00:52.400000+00:00,1.034,1.000,1.5577,1.571,5.65,10.07
2026-07-17T10:00:52.500000+00:00,1.020,1.000,1.6166,1.571,8.00,7.84
2026-07-17T10:00:52.600000+00:00,0.998,1.000,1.5783,1.571,5.33,10.68
2026-07-17T10:00:52.700000+00:00,1.068,1.000,1.5466,1.571,7.76,7.70
2026-07-17T10:00:52.800000+00:00,0.974,1.000,1.5445,1.571,8.70,7.51
2026-07-17T10:00:52.900000+00:00,0.987,1.000,1.5337,1.571,8.55,7.55
2026-07-17T10:00:53+00:00,1.037,1.000,1.5549,1.571,8.79,6.92
2026-07-17T10:00:53.100000+00:00,1.020,1.000,1.5672,1.571,8.16,7.68
2026-07-17T10:00:53.200000+00:00,1.004,1.000,1.5387,1.571,6.93,9.04
2026-07-17T10:00:53.300000+00:00,0.974,1.000,1.5430,1.571,9.72,6.48
2026-07-17T10:00:53.400000+00:00,1.016,1.000,1.5536,1.571,8.44,7.42
2026-07-17T10:00:53.500000+00:00,0.998,1.000,1.5681,1.571,8.04,7.97
2026-07-17T10:00:53.600000+00:00,0.988,1.000,1.5521,1.571,7.56,8.53
2026-07-17T10:00:53.700000+00:00,0.939,1.000,1.5319,1.571,8.43,8.06
2026-07-17T10:00:53.800000+00:00,1.082,1.000,1.5968,1.571,7.26,8.08
2026-07-17T10:00:53.900000+00:00,0.973,1.000,1.5997,1.571,8.66,7.56
2026-07-17T10:00:54+00:00,1.023,1.000,1.5198,1.571,7.54,8.28
2026-07-17T10:00:54.100000+00:00,0.941,1.000,1.5852,1.571,8.62,7.86
2026-07-17T10:00:54.200000+00:00,0.987,1.000,1.5521,1.571,9.02,7.08
2026-07-17T10:00:54.300000+00:00,1.017,1.000,1.5336,1.571,7.93,7.94
2026-07-17T10:00:54.400000+00:00,1.004,1.000,1.5467,1.571,6.75,9.22
2026-07-17T10:00:54.500000+00:00,1.019,1.000,1.5792,1.571,8.90,6.95
2026-07-17T10:00:54.600000+00:00,1.008,1.000,1.5623,1.571,7.79,8.15
2026-07-17T10:00:54.700000+00:00,0.973,1.000,1.5284,1.571,7.93,8.29
2026-07-17T10:00:54.800000+00:00,1.041,1.000,1.5635,1.571,7.81,7.86
2026-07-17T10:00:54.900000+00:00,1.007,1.000,1.5978,1.571,9.63,6.32
2026-07-17T10:00:55+00:00,0.857,0.000,1.6575,3.142,14.86,-3.35
2026-07-17T10:00:55.100000+00:00,0.707,0.000,1.7042,3.142,15.37,-3.72
2026-07-17T10:00:55.200000+00:00,0.557,0.000,1.7321,3.142,13.34,-2.41
2026-07-17T10:00:55.300000+00:00,0.407,0.000,1.7946,3.142,14.14,-2.76
2026-07-17T10:00:55.400000+00:00,0.257,0.000,1.8560,3.142,14.08,-4.01
2026-07-17T10:00:55.500000+00:00,0.107,0.000,1.9093,3.142,15.48,-3.84
2026-07-17T10:00:55.600000+00:00,0.000,0.000,1.9656,3.142,14.56,-3.07
2026-07-17T10:00:55.700000+00:00,0.000,0.000,2.0209,3.142,15.25,-3.83
2026-07-17T10:00:55.800000+00:00,0.000,0.000,2.0585,3.142,15.12,-2.45
2026-07-17T10:00:55.900000+00:00,0.000,0.000,2.1104,3.142,15.79,-3.57
2026-07-17T10:00:56+00:00,0.000,0.000,2.1596,3.142,15.47,-2.49
2026-07-17T10:00:56.100000+00:00,0.000,0.000,2.1855,3.142,14.97,-2.85
2026-07-17T10:00:56.200000+00:00,0.000,0.000,2.2990,3.142,15.63,-3.75
2026-07-17T10:00:56.300000+00:00,0.000,0.000,2.3474,3.142,14.88,-3.14
2026-07-17T10:00:56.400000+00:00,0.000,0.000,2.3753,3.142,14.69,-3.31
2026-07-17T10:00:56.500000+00:00,0.000,0.000,2.4090,3.142,14.03,-3.41
2026-07-17T10:00:56.600000+00:00,0.000,0.000,2.4653,3.142,14.22,-3.23
2026-07-17T10:00:56.700000+00:00,0.000,0.000,2.5557,3.142,15.92,-4.22
2026-07-17T10:00:56.800000+00:00,0.000,0.000,2.5959,3.142,15.97,-4.24
2026-07-17T10:00:56.900000+00:00,0.000,0.000,2.6334,3.142,14.23,-2.85
2026-07-17T10:00:57+00:00,0.000,0.000,2.6525,3.142,15.01,-3.06
2026-07-17T10:00:57.100000+00:00,0.000,0.000,2.7219,3.142,15.79,-3.45
2026-07-17T10:00:57.200000+00:00,0.000,0.000,2.7644,3.142,15.12,-2.89
2026-07-17T10:00:57.300000+00:00,0.000,0.000,2.8413,3.142,14.40,-3.01
2026-07-17T10:00:57.400000+00:00,0.000,0.000,2.8698,3.142,15.94,-3.66
2026-07-17T10:00:57.500000+00:00,0.000,0.000,2.9483,3.142,13.83,-3.24
2026-07-17T10:00:57.600000+00:00,0.000,0.000,2.9972,3.142,15.30,-2.95
2026-07-17T10:00:57.700000+00:00,0.000,0.000,3.0600,3.142,13.82,-1.69
2026-07-17T10:00:57.800000+00:00,0.000,0.000,3.0608,3.142,14.67,-3.78
2026-07-17T10:00:57.900000+00:00,0.000,0.000,3.1413,3.142,14.89,-2.78
2026-07-17T10:00:58+00:00,0.056,1.000,-3.1203,3.142,11.79,11.76
2026-07-17T10:00:58.100000+00:00,0.152,1.000,-3.1051,3.142,10.70,12.09
2026-07-17T10:00:58.200000+00:00,0.221,1.000,3.1315,3.142,11.72,10.51
2026-07-17T10:00:58.300000+00:00,0.286,1.000,3.1203,3.142,11.91,9.81
2026-07-17T10:00:58.400000+00:00,0.356,1.000,3.1373,3.142,10.91,10.24
2026-07-17T10:00:58.500000+00:00,0.398,1.000,3.1344,3.142,8.16,12.66
2026-07-17T10:00:58.600000+00:00,0.457,1.000,3.1164,3.142,8.92,11.43
2026-07-17T10:00:58.700000+00:00,0.594,1.000,3.1101,3.142,11.55,7.70
2026-07-17T10:00:58.800000+00:00,0.689,1.000,-3.1231,3.142,9.65,8.84
2026-07-17T10:00:58.900000+00:00,0.759,1.000,-3.1266,3.142,9.67,8.26
2026-07-17T10:00:59+00:00,0.784,1.000,3.1290,3.142,9.20,8.53
2026-07-17T10:00:59.100000+00:00,0.908,1.000,3.0917,3.142,8.83,7.91
2026-07-17T10:00:59.200000+00:00,0.940,1.000,-3.1350,3.142,6.44,10.04
2026-07-17T10:00:59.300000+00:00,1.009,1.000,3.1178,3.142,8.02,7.91
2026-07-17T10:00:59.400000+00:00,1.015,1.000,3.1387,3.142,9.79,6.09
2026-07-17T10:00:59.500000+00:00,1.012,1.000,-3.0944,3.142,7.03,8.87
2026-07-17T10:00:59.600000+00:00,1.016,1.000,-3.1371,3.142,8.84,7.03
2026-07-17T10:00:59.700000+00:00,0.995,1.000,-3.1323,3.142,5.13,10.91
2026-07-17T10:00:59.800000+00:00,0.987,1.000,-3.1367,3.142,7.66,8.45
2026-07-17T10:00:59.900000+00:00,1.040,1.000,-3.1155,3.142,9.27,6.41
2026-07-17T10:01:00+00:00,1.030,1.000,-3.1034,3.142,7.86,7.90
2026-07-17T10:01:00.100000+00:00,1.042,1.000,3.0999,3.142,8.31,7.35
2026-07-17T10:01:00.200000+00:00,1.005,1.000,3.1379,3.142,8.52,7.44
2026-07-17T10:01:00.300000+00:00,1.021,1.000,3.1207,3.142,5.31,10.53
2026-07-17T10:01:00.400000+00:00,1.043,1.000,3.1061,3.142,8.07,7.59
2026-07-17T10:01:00.500000+00:00,1.051,1.000,-3.1371,3.142,7.57,8.02
2026-07-17T10:01:00.600000+00:00,0.989,1.000,3.1244,3.142,10.50,5.59
2026-07-17T10:01:00.700000+00:00,1.035,1.000,3.1366,3.142,7.67,8.05
2026-07-17T10:01:00.800000+00:00,1.008,1.000,3.1304,3.142,9.46,6.48
2026-07-17T10:01:00.900000+00:00,0.957,1.000,3.1105,3.142,7.91,8.44
2026-07-17T10:01:01+00:00,0.969,1.000,3.1087,3.142,10.62,5.63
2026-07-17T10:01:01.100000+00:00,1.064,1.000,-3.1349,3.142,5.12,10.36
2026-07-17T10:01:01.200000+00:00,1.063,1.000,3.1030,3.142,8.12,7.38
2026-07-17T10:01:01.300000+00:00,1.000,1.000,3.1378,3.142,7.14,8.86
2026-07-17T10:01:01.400000+00:00,0.967,1.000,3.1167,3.142,8.27,7.99
2026-07-17T10:01:01.500000+00:00,0.992,1.000,-3.0895,3.142,7.11,8.95
2026-07-17T10:01:01.600000+00:00,0.978,1.000,-3.1385,3.142,9.30,6.88
2026-07-17T10:01:01.700000+00:00,1.030,1.000,-3.1329,3.142,7.20,8.56
2026-07-17T10:01:01.800000+00:00,0.948,1.000,3.1174,3.142,6.82,9.59
2026-07-17T10:01:01.900000+00:00,0.979,1.000,3.1291,3.142,6.69,9.48
2026-07-17T10:01:02+00:00,1.017,1.000,-3.1294,3.142,8.64,7.22
2026-07-17T10:01:02.100000+00:00,1.028,1.000,-3.1062,3.142,9.00,6.77
2026-07-17T10:01:02.200000+00:00,1.083,1.000,-3.1332,3.142,9.59,5.74
2026-07-17T10:01:02.300000+00:00,0.996,1.000,3.1321,3.142,6.61,9.43
2026-07-17T10:01:02.400000+00:00,0.962,1.000,3.1208,3.142,6.67,9.63
2026-07-17T10:01:02.500000+00:00,1.003,1.000,3.1085,3.142,6.69,9.28
2026-07-17T10:01:02.600000+00:00,1.007,1.000,-3.0918,3.142,10.57,5.37
2026-07-17T10:01:02.700000+00:00,1.007,1.000,3.1338,3.142,10.49,5.45
2026-07-17T10:01:02.800000+00:00,0.940,1.000,3.1071,3.142,8.74,7.74
2026-07-17T10:01:02.900000+00:00,0.990,1.000,3.1223,3.142,7.37,8.71
2026-07-17T10:01:03+00:00,1.045,1.000,-3.1296,3.142,7.15,8.49
2026-07-17T10:01:03.100000+00:00,0.993,1.000,3.0920,3.142,9.74,6.32
2026-07-17T10:01:03.200000+00:00,0.973,1.000,3.1178,3.142,9.23,6.99
2026-07-17T10:01:03.300000+00:00,1.020,1.000,-3.0914,3.142,8.67,7.17
2026-07-17T10:01:03.400000+00:00,1.027,1.000,-3.1143,3.142,7.36,8.42
2026-07-17T10:01:03.500000+00:00,0.949,1.000,3.1142,3.142,9.21,7.19
2026-07-17T10:01:03.600000+00:00,0.994,1.000,3.1221,3.142,8.69,7.36
2026-07-17T10:01:03.700000+00:00,1.020,1.000,3.1224,3.142,8.76,7.08
2026-07-17T10:01:03.800000+00:00,1.033,1.000,-3.1224,3.142,6.56,9.17
2026-07-17T10:01:03.900000+00:00,1.015,1.000,3.0989,3.142,5.44,10.44
