[0.000000] (-) TimerEvent: {}
[0.051610] (rcutils) Command: {'cmd': ['/usr/bin/cmake', '/root/ros2_ws/src/ros2/rcutils', '-DCMAKE_INSTALL_PREFIX=/root/ros2_ws/install/rcutils'], 'cwd': '/root/ros2_ws/build/rcutils', 'env': OrderedDict([('GZ_SIM_RESOURCE_PATH', '/root/.gazebo/models'), ('HOSTNAME', '1e16700da36d'), ('__GLX_VENDOR_LIBRARY_NAME', 'nvidia'), ('SHLVL', '0'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/root'), ('OLDPWD', '/root/ros2_ws'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/root/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('PKG_CONFIG_PATH', '/root/ros2_ws/install/gmock_vendor/lib/x86_64-linux-gnu/pkgconfig:/root/ros2_ws/install/gmock_vendor/lib/pkgconfig:/root/ros2_ws/install/gtest_vendor/lib/x86_64-linux-gnu/pkgconfig:/root/ros2_ws/install/gtest_vendor/lib/pkgconfig'), ('TERM', 'xterm'), ('GAZEBO_MODEL_PATH', '/root/.gazebo/models'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/root/ros2_ws/install/ament_uncrustify/bin:/root/ros2_ws/install/ament_xmllint/bin:/root/ros2_ws/install/ament_lint_cmake/bin:/root/ros2_ws/install/ament_index_python/bin:/root/ros2_ws/install/ament_cpplint/bin:/root/ros2_ws/install/ament_copyright/bin:/root/ros2_ws/install/ament_pep257/bin:/root/ros2_ws/install/ament_flake8/bin:/root/ros2_ws/install/ament_pycodestyle/bin:/root/ros2_ws/install/ament_cppcheck/bin:/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('XDG_RUNTIME_DIR', '/tmp/runtime-root'), ('DISPLAY', ':0'), ('LANG', 'C.UTF-8'), ('__NV_PRIME_RENDER_OFFLOAD', '1'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/root/ros2_ws/install/ament_cmake_ros:/root/ros2_ws/install/ament_lint_common:/root/ros2_ws/install/ament_cmake_uncrustify:/root/ros2_ws/install/ament_uncrustify:/root/ros2_ws/install/uncrustify_vendor:/root/ros2_ws/install/ament_cmake_xmllint:/root/ros2_ws/install/ament_cmake_pep257:/root/ros2_ws/install/ament_cmake_flake8:/root/ros2_ws/install/ament_cmake_cpplint:/root/ros2_ws/install/ament_cmake_cppcheck:/root/ros2_ws/install/ament_cmake_copyright:/root/ros2_ws/install/ament_cmake:/root/ros2_ws/install/launch:/root/ros2_ws/install/ament_cmake_lint_cmake:/root/ros2_ws/install/ament_cmake_gmock:/root/ros2_ws/install/ament_cmake_gen_version_h:/root/ros2_ws/install/domain_coordinator:/root/ros2_ws/install/ament_xmllint:/root/ros2_ws/install/ament_lint_cmake:/root/ros2_ws/install/ament_lint_auto:/root/ros2_ws/install/ament_index_python:/root/ros2_ws/install/ament_cpplint:/root/ros2_ws/install/ament_cmake_pytest:/root/ros2_ws/install/ament_cmake_gtest:/root/ros2_ws/install/ament_copyright:/root/ros2_ws/install/ament_cmake_test:/root/ros2_ws/install/ament_cmake_target_dependencies:/root/ros2_ws/install/ament_cmake_export_targets:/root/ros2_ws/install/ament_cmake_export_interfaces:/root/ros2_ws/install/ament_cmake_export_dependencies:/root/ros2_ws/install/ament_pep257:/root/ros2_ws/install/ament_cmake_version:/root/ros2_ws/install/ament_cmake_python:/root/ros2_ws/install/ament_cmake_libraries:/root/ros2_ws/install/ament_cmake_include_directories:/root/ros2_ws/install/ament_cmake_export_link_flags:/root/ros2_ws/install/ament_cmake_export_libraries:/root/ros2_ws/install/ament_cmake_export_include_directories:/root/ros2_ws/install/ament_cmake_export_definitions:/root/ros2_ws/install/ament_flake8:/root/ros2_ws/install/ament_cmake_core:/root/ros2_ws/install/osrf_pycommon:/root/ros2_ws/install/ament_pycodestyle:/root/ros2_ws/install/ament_package:/root/ros2_ws/install/ament_lint:/root/ros2_ws/install/ament_cppcheck:/opt/ros/humble'), ('GAZEBO_MODEL_DATABASE_URI', ''), ('PWD', '/root/ros2_ws/build/rcutils'), ('LC_ALL', 'C.UTF-8'), ('GAZEBO_PLUGIN_PATH', '/opt/ros/humble/lib'), ('PYTHONPATH', '/root/ros2_ws/build/ament_uncrustify:/root/ros2_ws/install/ament_uncrustify/lib/python3.10/site-packages:/root/ros2_ws/build/launch:/root/ros2_ws/install/launch/lib/python3.10/site-packages:/root/ros2_ws/build/domain_coordinator:/root/ros2_ws/install/domain_coordinator/lib/python3.10/site-packages:/root/ros2_ws/build/ament_xmllint:/root/ros2_ws/install/ament_xmllint/lib/python3.10/site-packages:/root/ros2_ws/build/ament_lint_cmake:/root/ros2_ws/install/ament_lint_cmake/lib/python3.10/site-packages:/root/ros2_ws/build/ament_index_python:/root/ros2_ws/install/ament_index_python/lib/python3.10/site-packages:/root/ros2_ws/build/ament_cpplint:/root/ros2_ws/install/ament_cpplint/lib/python3.10/site-packages:/root/ros2_ws/build/ament_copyright:/root/ros2_ws/install/ament_copyright/lib/python3.10/site-packages:/root/ros2_ws/install/ament_cmake_test/local/lib/python3.10/dist-packages:/root/ros2_ws/build/ament_pep257:/root/ros2_ws/install/ament_pep257/lib/python3.10/site-packages:/root/ros2_ws/build/ament_flake8:/root/ros2_ws/install/ament_flake8/lib/python3.10/site-packages:/root/ros2_ws/build/osrf_pycommon:/root/ros2_ws/install/osrf_pycommon/lib/python3.10/site-packages:/root/ros2_ws/build/ament_pycodestyle:/root/ros2_ws/install/ament_pycodestyle/lib/python3.10/site-packages:/root/ros2_ws/build/ament_package:/root/ros2_ws/install/ament_package/lib/python3.10/site-packages:/root/ros2_ws/build/ament_lint:/root/ros2_ws/install/ament_lint/lib/python3.10/site-packages:/root/ros2_ws/build/ament_cppcheck:/root/ros2_ws/install/ament_cppcheck/lib/python3.10/site-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/root/ros2_ws/install/ament_cmake_ros:/root/ros2_ws/install/ament_lint_common:/root/ros2_ws/install/ament_cmake_uncrustify:/root/ros2_ws/install/uncrustify_vendor:/root/ros2_ws/install/ament_cmake_xmllint:/root/ros2_ws/install/ament_cmake_pep257:/root/ros2_ws/install/ament_cmake_flake8:/root/ros2_ws/install/ament_cmake_cpplint:/root/ros2_ws/install/ament_cmake_cppcheck:/root/ros2_ws/install/ament_cmake_copyright:/root/ros2_ws/install/ament_cmake:/root/ros2_ws/install/ament_cmake_lint_cmake:/root/ros2_ws/install/ament_cmake_gmock:/root/ros2_ws/install/ament_cmake_gen_version_h:/root/ros2_ws/install/ament_lint_auto:/root/ros2_ws/install/ament_cmake_pytest:/root/ros2_ws/install/ament_cmake_gtest:/root/ros2_ws/install/ament_cmake_test:/root/ros2_ws/install/ament_cmake_target_dependencies:/root/ros2_ws/install/ament_cmake_export_targets:/root/ros2_ws/install/ament_cmake_export_interfaces:/root/ros2_ws/install/ament_cmake_export_dependencies:/root/ros2_ws/install/ament_cmake_version:/root/ros2_ws/install/ament_cmake_python:/root/ros2_ws/install/ament_cmake_libraries:/root/ros2_ws/install/ament_cmake_include_directories:/root/ros2_ws/install/ament_cmake_export_link_flags:/root/ros2_ws/install/ament_cmake_export_libraries:/root/ros2_ws/install/ament_cmake_export_include_directories:/root/ros2_ws/install/ament_cmake_export_definitions:/root/ros2_ws/install/gmock_vendor:/root/ros2_ws/install/ament_cmake_core:/root/ros2_ws/install/gtest_vendor:/opt/ros/humble')]), 'shell': False}
[0.069764] (rcutils) StdoutLine: {'line': b'-- Found ament_cmake_python: 1.3.14 (/root/ros2_ws/install/ament_cmake_python/share/ament_cmake_python/cmake)\n'}
[0.070156] (rcutils) StdoutLine: {'line': b'-- Found ament_cmake_ros: 0.10.0 (/root/ros2_ws/install/ament_cmake_ros/share/ament_cmake_ros/cmake)\n'}
[0.098662] (-) TimerEvent: {}
[0.198819] (-) TimerEvent: {}
[0.200113] (rcutils) StdoutLine: {'line': b'-- Override CMake install command with custom implementation using symlinks instead of copying resources\n'}
[0.298907] (-) TimerEvent: {}
[0.324445] (rcutils) StderrLine: {'line': b'CMake Error at CMakeLists.txt:158 (find_package):\n'}
[0.324574] (rcutils) StderrLine: {'line': b'  By not providing "Findperformance_test_fixture.cmake" in CMAKE_MODULE_PATH\n'}
[0.324625] (rcutils) StderrLine: {'line': b'  this project has asked CMake to find a package configuration file provided\n'}
[0.324651] (rcutils) StderrLine: {'line': b'  by "performance_test_fixture", but CMake did not find one.\n'}
[0.324675] (rcutils) StderrLine: {'line': b'\n'}
[0.324699] (rcutils) StderrLine: {'line': b'  Could not find a package configuration file provided by\n'}
[0.324724] (rcutils) StderrLine: {'line': b'  "performance_test_fixture" with any of the following names:\n'}
[0.324747] (rcutils) StderrLine: {'line': b'\n'}
[0.324769] (rcutils) StderrLine: {'line': b'    performance_test_fixtureConfig.cmake\n'}
[0.324792] (rcutils) StderrLine: {'line': b'    performance_test_fixture-config.cmake\n'}
[0.324816] (rcutils) StderrLine: {'line': b'\n'}
[0.324838] (rcutils) StderrLine: {'line': b'  Add the installation prefix of "performance_test_fixture" to\n'}
[0.324861] (rcutils) StderrLine: {'line': b'  CMAKE_PREFIX_PATH or set "performance_test_fixture_DIR" to a directory\n'}
[0.324883] (rcutils) StderrLine: {'line': b'  containing one of the above files.  If "performance_test_fixture" provides\n'}
[0.324905] (rcutils) StderrLine: {'line': b'  a separate development package or SDK, be sure it has been installed.\n'}
[0.324928] (rcutils) StderrLine: {'line': b'\n'}
[0.324949] (rcutils) StderrLine: {'line': b'\n'}
[0.324971] (rcutils) StdoutLine: {'line': b'-- Configuring incomplete, errors occurred!\n'}
[0.324997] (rcutils) StdoutLine: {'line': b'See also "/root/ros2_ws/build/rcutils/CMakeFiles/CMakeOutput.log".\n'}
[0.326896] (rcutils) CommandEnded: {'returncode': 1}
[0.344020] (rcutils) JobEnded: {'identifier': 'rcutils', 'rc': 1}
[0.354498] (-) EventReactorShutdown: {}
